t,q_j1,qd_j1,qdd_j1,q_j2,qd_j2,qdd_j2,q_j3,qd_j3,qdd_j3
33.7808,1.09268,0,0,0.408791,-0.0113212,-0.00384895,0.252739,-0.00937416,-0.00410329
33.7908,1.09268,0,0,0.408677,-0.0113594,-0.00382775,0.252645,-0.00941513,-0.00409627
33.8008,1.09268,0,0,0.408564,-0.0113975,-0.00380643,0.25255,-0.00945602,-0.00408913
33.8108,1.09268,0,0,0.408449,-0.0114354,-0.00378497,0.252455,-0.00949684,-0.00408187
33.8208,1.09268,0,0,0.408334,-0.011473,-0.00376338,0.25236,-0.00953758,-0.00407448
33.8308,1.09268,0,0,0.408219,-0.0115104,-0.00374167,0.252264,-0.00957825,-0.00406698
33.8408,1.09268,0,0,0.408104,-0.0115476,-0.00371982,0.252168,-0.00961884,-0.00405936
33.8508,1.09268,0,0,0.407988,-0.0115846,-0.00369786,0.252071,-0.00965936,-0.00405161
33.8608,1.09268,0,0,0.407872,-0.0116213,-0.00367577,0.251974,-0.0096998,-0.00404375
33.8708,1.09268,0,0,0.407755,-0.0116579,-0.00365355,0.251877,-0.00974015,-0.00403576
33.8808,1.09268,0,0,0.407638,-0.0116942,-0.00363122,0.251779,-0.00978043,-0.00402766
33.8908,1.09268,0,0,0.407521,-0.0117303,-0.00360876,0.251681,-0.00982063,-0.00401943
33.9008,1.09268,0,0,0.407403,-0.0117661,-0.00358619,0.251582,-0.00986074,-0.00401108
33.9108,1.09268,0,0,0.407285,-0.0118018,-0.0035635,0.251483,-0.00990076,-0.00400262
33.9208,1.09268,0,0,0.407167,-0.0118372,-0.00354069,0.251384,-0.0099407,-0.00399403
33.9308,1.09268,0,0,0.407048,-0.0118724,-0.00351777,0.251284,-0.00998056,-0.00398532
33.9408,1.09268,0,0,0.406929,-0.0119073,-0.00349473,0.251184,-0.0100203,-0.00397649
33.9508,1.09268,0,0,0.40681,-0.011942,-0.00347159,0.251083,-0.01006,-0.00396754
33.9608,1.09268,0,0,0.40669,-0.0119765,-0.00344833,0.250982,-0.0100996,-0.00395847
33.9708,1.09268,0,0,0.40657,-0.0120107,-0.00342496,0.250881,-0.0101391,-0.00394928
33.9808,1.09268,0,0,0.406449,-0.0120448,-0.00340148,0.250779,-0.0101785,-0.00393997
33.9908,1.09268,0,0,0.406329,-0.0120785,-0.0033779,0.250677,-0.0102178,-0.00393054
34.0008,1.09268,0,0,0.406207,-0.0121121,-0.0033542,0.250574,-0.010257,-0.00392099
34.0108,1.09268,0,0,0.406086,-0.0121454,-0.00333041,0.250471,-0.0102961,-0.00391132
34.0208,1.09268,0,0,0.405964,-0.0121785,-0.00330651,0.250368,-0.0103351,-0.00390152
34.0308,1.09268,0,0,0.405842,-0.0122113,-0.00328251,0.250264,-0.010374,-0.00389161
34.0408,1.09268,0,0,0.40572,-0.0122439,-0.00325841,0.25016,-0.0104128,-0.00388158
34.0508,1.09268,0,0,0.405597,-0.0122762,-0.00323421,0.250056,-0.0104516,-0.00387143
34.0608,1.09268,0,0,0.405474,-0.0123083,-0.00320991,0.249951,-0.0104902,-0.00386115
34.0708,1.09268,0,0,0.40535,-0.0123402,-0.00318551,0.249846,-0.0105287,-0.00385076
34.0808,1.09268,0,0,0.405227,-0.0123718,-0.00316102,0.24974,-0.0105671,-0.00384025
34.0908,1.09268,0,0,0.405103,-0.0124031,-0.00313644,0.249634,-0.0106054,-0.00382961
34.1008,1.09268,0,0,0.404978,-0.0124343,-0.00311176,0.249527,-0.0106436,-0.00381886
34.1108,1.09268,0,0,0.404854,-0.0124651,-0.00308699,0.249421,-0.0106816,-0.00380798
34.1208,1.09268,0,0,0.404729,-0.0124957,-0.00306213,0.249313,-0.0107196,-0.00379699
34.1308,1.09268,0,0,0.404603,-0.0125261,-0.00303718,0.249206,-0.0107575,-0.00378588
34.1408,1.09268,0,0,0.404478,-0.0125562,-0.00301214,0.249098,-0.0107952,-0.00377464
34.1508,1.09268,0,0,0.404352,-0.0125861,-0.00298702,0.24899,-0.0108329,-0.00376329
34.1608,1.09268,0,0,0.404226,-0.0126157,-0.00296181,0.248881,-0.0108704,-0.00375182
34.1708,1.09268,0,0,0.404099,-0.0126451,-0.00293651,0.248772,-0.0109078,-0.00374022
34.1808,1.09268,0,0,0.403973,-0.0126742,-0.00291113,0.248662,-0.0109451,-0.00372851
34.1908,1.09268,0,0,0.403846,-0.0127031,-0.00288568,0.248552,-0.0109822,-0.00371668
34.2008,1.09268,0,0,0.403718,-0.0127317,-0.00286014,0.248442,-0.0110193,-0.00370472
34.2108,1.09268,0,0,0.403591,-0.01276,-0.00283452,0.248332,-0.0110562,-0.00369265
34.2208,1.09268,0,0,0.403463,-0.0127881,-0.00280882,0.248221,-0.011093,-0.00368046
34.2308,1.09268,0,0,0.403335,-0.0128159,-0.00278305,0.248109,-0.0111297,-0.00366815
34.2408,1.09268,0,0,0.403206,-0.0128435,-0.00275721,0.247998,-0.0111662,-0.00365572
34.2508,1.09268,0,0,0.403078,-0.0128708,-0.00273129,0.247886,-0.0112027,-0.00364317
34.2608,1.09268,0,0,0.402949,-0.0128979,-0.00270529,0.247773,-0.011239,-0.0036305
34.2708,1.09268,0,0,0.402819,-0.0129247,-0.00267923,0.247661,-0.0112752,-0.00361771
34.2808,1.09268,0,0,0.40269,-0.0129512,-0.00265309,0.247548,-0.0113112,-0.0036048
34.2908,1.09268,0,0,0.40256,-0.0129775,-0.00262689,0.247434,-0.0113471,-0.00359177
34.3008,1.09268,0,0,0.40243,-0.0130035,-0.00260062,0.24732,-0.0113829,-0.00357863
34.3108,1.09268,0,0,0.4023,-0.0130292,-0.00257428,0.247206,-0.0114186,-0.00356536
34.3208,1.09268,0,0,0.402169,-0.0130547,-0.00254788,0.247091,-0.0114541,-0.00355198
34.3308,1.09268,0,0,0.402038,-0.0130799,-0.00252141,0.246977,-0.0114895,-0.00353848
34.3408,1.09268,0,0,0.401907,-0.0131048,-0.00249488,0.246861,-0.0115247,-0.00352485
34.3508,1.09268,0,0,0.401776,-0.0131295,-0.00246829,0.246746,-0.0115598,-0.00351111
34.3608,1.09268,0,0,0.401644,-0.0131539,-0.00244164,0.24663,-0.0115948,-0.00349725
34.3708,1.09268,0,0,0.401513,-0.0131781,-0.00241493,0.246514,-0.0116296,-0.00348328
34.3808,1.09268,0,0,0.401381,-0.013202,-0.00238816,0.246397,-0.0116643,-0.00346918
34.3908,1.09268,0,0,0.401248,-0.0132256,-0.00236134,0.24628,-0.0116989,-0.00345497
34.4008,1.09268,0,0,0.401116,-0.0132489,-0.00233446,0.246163,-0.0117333,-0.00344063
34.4108,1.09268,0,0,0.400983,-0.013272,-0.00230752,0.246045,-0.0117675,-0.00342618
34.4208,1.09268,0,0,0.40085,-0.0132948,-0.00228054,0.245927,-0.0118017,-0.00341162
34.4308,1.09268,0,0,0.400717,-0.0133173,-0.0022535,0.245808,-0.0118356,-0.00339693
34.4408,1.09268,0,0,0.400584,-0.0133396,-0.00222641,0.24569,-0.0118695,-0.00338213
34.4508,1.09268,0,0,0.40045,-0.0133616,-0.00219928,0.245571,-0.0119031,-0.0033672
34.4608,1.09268,0,0,0.400316,-0.0133833,-0.00217209,0.245451,-0.0119366,-0.00335216
34.4708,1.09268,0,0,0.400182,-0.0134048,-0.00214486,0.245332,-0.01197,-0.00333701
34.4808,1.09268,0,0,0.400048,-0.013426,-0.00211758,0.245212,-0.0120032,-0.00332173
34.4908,1.09268,0,0,0.399913,-0.0134469,-0.00209026,0.245091,-0.0120363,-0.00330634
34.5008,1.09268,0,0,0.399779,-0.0134675,-0.0020629,0.244971,-0.0120692,-0.00329083
34.5108,1.09268,0,0,0.399644,-0.0134878,-0.00203549,0.24485,-0.012102,-0.00327521
34.5208,1.09268,0,0,0.399509,-0.0135079,-0.00200805,0.244728,-0.0121346,-0.00325947
34.5308,1.09268,0,0,0.399374,-0.0135277,-0.00198056,0.244607,-0.012167,-0.00324361
34.5408,1.09268,0,0,0.399238,-0.0135473,-0.00195304,0.244485,-0.0121993,-0.00322763
34.5508,1.09268,0,0,0.399102,-0.0135665,-0.00192548,0.244362,-0.0122314,-0.00321154
34.5608,1.09268,0,0,0.398967,-0.0135855,-0.00189788,0.24424,-0.0122633,-0.00319534
34.5708,1.09268,0,0,0.398831,-0.0136042,-0.00187025,0.244117,-0.0122951,-0.00317901
34.5808,1.09268,0,0,0.398694,-0.0136226,-0.00184259,0.243993,-0.0123267,-0.00316257
34.5908,1.09268,0,0,0.398558,-0.0136408,-0.00181489,0.24387,-0.0123582,-0.00314602
34.6008,1.09268,0,0,0.398421,-0.0136586,-0.00178716,0.243746,-0.0123895,-0.00312935
34.6108,1.09268,0,0,0.398285,-0.0136762,-0.00175941,0.243622,-0.0124206,-0.00311256
34.6208,1.09268,0,0,0.398148,-0.0136935,-0.00173162,0.243497,-0.0124516,-0.00309566
34.6308,1.09268,0,0,0.398011,-0.0137106,-0.00170381,0.243372,-0.0124824,-0.00307865
34.6408,1.09268,0,0,0.397873,-0.0137273,-0.00167597,0.243247,-0.012513,-0.00306152
34.6508,1.09268,0,0,0.397736,-0.0137438,-0.0016481,0.243122,-0.0125434,-0.00304427
34.6608,1.09268,0,0,0.397598,-0.01376,-0.00162021,0.242996,-0.0125737,-0.00302691
34.6708,1.09268,0,0,0.39746,-0.0137759,-0.0015923,0.24287,-0.0126038,-0.00300944
34.6808,1.09268,0,0,0.397323,-0.0137916,-0.00156437,0.242744,-0.0126337,-0.00299185
34.6908,1.09268,0,0,0.397184,-0.013807,-0.00153641,0.242617,-0.0126635,-0.00297415
34.7008,1.09268,0,0,0.397046,-0.013822,-0.00150844,0.24249,-0.012693,-0.00295633
34.7108,1.09268,0,0,0.396908,-0.0138368,-0.00148045,0.242363,-0.0127224,-0.00293841
34.7208,1.09268,0,0,0.396769,-0.0138514,-0.00145244,0.242235,-0.0127516,-0.00292036
34.7308,1.09268,0,0,0.396631,-0.0138656,-0.00142441,0.242108,-0.0127806,-0.00290221
34.7408,1.09268,0,0,0.396492,-0.0138796,-0.00139637,0.24198,-0.0128095,-0.00288394
34.7508,1.09268,0,0,0.396353,-0.0138933,-0.00136832,0.241851,-0.0128381,-0.00286556
34.7608,1.09268,0,0,0.396214,-0.0139067,-0.00134025,0.241722,-0.0128666,-0.00284707
34.7708,1.09268,0,0,0.396075,-0.0139198,-0.00131218,0.241594,-0.0128949,-0.00282847
34.7808,1.09268,0,0,0.395935,-0.0139326,-0.00128409,0.241464,-0.012923,-0.00280975
34.7908,1.09268,0,0,0.395796,-0.0139452,-0.00125599,0.241335,-0.0129509,-0.00279093
34.8008,1.09268,0,0,0.395656,-0.0139575,-0.00122788,0.241205,-0.0129786,-0.00277199
34.8108,1.09268,0,0,0.395517,-0.0139695,-0.00119977,0.241075,-0.0130061,-0.00275294
34.8208,1.09268,0,0,0.395377,-0.0139812,-0.00117165,0.240945,-0.0130335,-0.00273378
34.8308,1.09268,0,0,0.395237,-0.0139926,-0.00114353,0.240814,-0.0130606,-0.00271451
34.8408,1.09268,0,0,0.395097,-0.0140038,-0.0011154,0.240683,-0.0130876,-0.00269513
34.8508,1.09268,0,0,0.394957,-0.0140146,-0.00108727,0.240552,-0.0131143,-0.00267564
34.8608,1.09268,0,0,0.394816,-0.0140252,-0.00105914,0.240421,-0.0131409,-0.00265604
34.8708,1.09268,0,0,0.394676,-0.0140355,-0.00103101,0.240289,-0.0131672,-0.00263634
34.8808,1.09268,0,0,0.394536,-0.0140456,-0.00100288,0.240157,-0.0131934,-0.00261652
34.8908,1.09268,0,0,0.394395,-0.0140553,-0.000974748,0.240025,-0.0132194,-0.00259659
34.9008,1.09268,0,0,0.394254,-0.0140648,-0.00094662,0.239892,-0.0132451,-0.00257656
34.9108,1.09268,0,0,0.394114,-0.014074,-0.000918497,0.23976,-0.0132707,-0.00255642
34.9208,1.09268,0,0,0.393973,-0.0140829,-0.000890378,0.239627,-0.0132961,-0.00253617
34.9308,1.09268,0,0,0.393832,-0.0140915,-0.000862266,0.239493,-0.0133212,-0.00251581
34.9408,1.09268,0,0,0.393691,-0.0140998,-0.00083416,0.23936,-0.0133462,-0.00249535
34.9508,1.09268,0,0,0.39355,-0.0141079,-0.000806062,0.239226,-0.0133709,-0.00247478
34.9608,1.09268,0,0,0.393409,-0.0141157,-0.000777973,0.239092,-0.0133955,-0.0024541
34.9708,1.09268,0,0,0.393268,-0.0141232,-0.000749895,0.238958,-0.0134198,-0.00243332
34.9808,1.09268,0,0,0.393126,-0.0141304,-0.000721827,0.238824,-0.0134439,-0.00241243
34.9908,1.09268,0,0,0.392985,-0.0141373,-0.000693771,0.238689,-0.0134678,-0.00239143
35.0008,1.09268,0,0,0.392843,-0.014144,-0.000665729,0.238554,-0.0134915,-0.00237033
35.0108,1.09268,0,0,0.392702,-0.0141504,-0.000637701,0.238419,-0.013515,-0.00234913
35.0208,1.09268,0,0,0.39256,-0.0141565,-0.000609688,0.238284,-0.0135383,-0.00232782
35.0308,1.09268,0,0,0.392419,-0.0141623,-0.000581691,0.238148,-0.0135614,-0.00230641
35.0408,1.09268,0,0,0.392277,-0.0141678,-0.000553711,0.238012,-0.0135842,-0.0022849
35.0508,1.09268,0,0,0.392135,-0.0141731,-0.000525749,0.237876,-0.0136069,-0.00226328
35.0608,1.09268,0,0,0.391994,-0.0141781,-0.000497807,0.23774,-0.0136293,-0.00224156
35.0708,1.09268,0,0,0.391852,-0.0141828,-0.000469885,0.237603,-0.0136515,-0.00221974
35.0808,1.09268,0,0,0.39171,-0.0141872,-0.000441984,0.237466,-0.0136735,-0.00219781
35.0908,1.09268,0,0,0.391568,-0.0141913,-0.000414105,0.23733,-0.0136952,-0.00217579
35.1008,1.09268,0,0,0.391426,-0.0141952,-0.000386249,0.237192,-0.0137167,-0.00215366
35.1108,1.09268,0,0,0.391284,-0.0141988,-0.000358417,0.237055,-0.0137381,-0.00213144
35.1208,1.09268,0,0,0.391142,-0.0142021,-0.00033061,0.236917,-0.0137592,-0.00210911
35.1308,1.09268,0,0,0.391,-0.0142051,-0.00030283,0.23678,-0.01378,-0.00208668
35.1408,1.09268,0,0,0.390858,-0.0142078,-0.000275076,0.236642,-0.0138007,-0.00206416
35.1508,1.09268,0,0,0.390716,-0.0142103,-0.00024735,0.236503,-0.0138211,-0.00204153
35.1608,1.09268,0,0,0.390574,-0.0142125,-0.000219653,0.236365,-0.0138413,-0.00201881
35.1708,1.09268,0,0,0.390431,-0.0142144,-0.000191986,0.236226,-0.0138612,-0.00199599
35.1808,1.09268,0,0,0.390289,-0.0142161,-0.00016435,0.236088,-0.013881,-0.00197307
35.1908,1.09268,0,0,0.390147,-0.0142174,-0.000136745,0.235949,-0.0139005,-0.00195005
35.2008,1.09268,0,0,0.390005,-0.0142185,-0.000109173,0.235809,-0.0139197,-0.00192694
35.2108,1.09268,0,0,0.389863,-0.0142194,-8.16345e-05,0.23567,-0.0139388,-0.00190373
35.2208,1.09268,0,0,0.389721,-0.0142199,-5.41304e-05,0.23553,-0.0139576,-0.00188043
35.2308,1.09268,0,0,0.389578,-0.0142202,-2.66616e-05,0.235391,-0.0139761,-0.00185703
35.2408,1.09268,0,0,0.389436,-0.0142202,7.70903e-07,0.235251,-0.0139945,-0.00183354
35.2508,1.09268,0,0,0.389294,-0.0142199,2.81663e-05,0.235111,-0.0140126,-0.00180995
35.2608,1.09268,0,0,0.389152,-0.0142193,5.55236e-05,0.23497,-0.0140304,-0.00178627
35.2708,1.09268,0,0,0.38901,-0.0142185,8.28419e-05,0.23483,-0.0140481,-0.0017625
35.2808,1.09268,0,0,0.388867,-0.0142174,0.00011012,0.234689,-0.0140654,-0.00173864
35.2908,1.09268,0,0,0.388725,-0.014216,0.000137358,0.234548,-0.0140826,-0.00171468
35.3008,1.09268,0,0,0.388583,-0.0142144,0.000164554,0.234407,-0.0140995,-0.00169063
35.3108,1.09268,0,0,0.388441,-0.0142125,0.000191708,0.234266,-0.0141162,-0.00166649
35.3208,1.09268,0,0,0.388299,-0.0142103,0.000218819,0.234125,-0.0141326,-0.00164226
35.3308,1.09268,0,0,0.388157,-0.0142078,0.000245885,0.233983,-0.0141488,-0.00161794
35.3408,1.09268,0,0,0.388015,-0.0142051,0.000272906,0.233842,-0.0141647,-0.00159354
35.3508,1.09268,0,0,0.387873,-0.0142021,0.000299882,0.2337,-0.0141804,-0.00156904
35.3608,1.09268,0,0,0.387731,-0.0141988,0.00032681,0.233558,-0.0141958,-0.00154445
35.3708,1.09268,0,0,0.387589,-0.0141953,0.000353691,0.233416,-0.014211,-0.00151978
35.3808,1.09268,0,0,0.387447,-0.0141915,0.000380524,0.233274,-0.014226,-0.00149502
35.3908,1.09268,0,0,0.387305,-0.0141874,0.000407307,0.233131,-0.0142407,-0.00147018
35.4008,1.09268,0,0,0.387163,-0.0141831,0.000434041,0.232989,-0.0142551,-0.00144525
35.4108,1.09268,0,0,0.387021,-0.0141784,0.000460723,0.232846,-0.0142693,-0.00142023
35.4208,1.09268,0,0,0.38688,-0.0141736,0.000487354,0.232703,-0.0142833,-0.00139513
35.4308,1.09268,0,0,0.386738,-0.0141684,0.000513932,0.23256,-0.014297,-0.00136995
35.4408,1.09268,0,0,0.386596,-0.014163,0.000540457,0.232417,-0.0143104,-0.00134468
35.4508,1.09268,0,0,0.386455,-0.0141574,0.000566928,0.232274,-0.0143236,-0.00131934
35.4608,1.09268,0,0,0.386313,-0.0141514,0.000593345,0.23213,-0.0143366,-0.00129391
35.4708,1.09268,0,0,0.386172,-0.0141452,0.000619705,0.231987,-0.0143493,-0.00126839
35.4808,1.09268,0,0,0.38603,-0.0141388,0.000646009,0.231843,-0.0143617,-0.0012428
35.4908,1.09268,0,0,0.385889,-0.014132,0.000672256,0.2317,-0.0143739,-0.00121713
35.5008,1.09268,0,0,0.385748,-0.0141251,0.000698445,0.231556,-0.0143858,-0.00119138
35.5108,1.09268,0,0,0.385607,-0.0141178,0.000724575,0.231412,-0.0143974,-0.00116555
35.5208,1.09268,0,0,0.385466,-0.0141103,0.000750646,0.231268,-0.0144088,-0.00113964
35.5308,1.09268,0,0,0.385325,-0.0141025,0.000776656,0.231123,-0.01442,-0.00111365
35.5408,1.09268,0,0,0.385184,-0.0140945,0.000802606,0.230979,-0.0144308,-0.00108759
35.5508,1.09268,0,0,0.385043,-0.0140862,0.000828493,0.230835,-0.0144414,-0.00106146
35.5608,1.09268,0,0,0.384902,-0.0140777,0.000854319,0.23069,-0.0144518,-0.00103524
35.5708,1.09268,0,0,0.384761,-0.0140689,0.000880081,0.230546,-0.0144619,-0.00100896
35.5808,1.09268,0,0,0.384621,-0.0140598,0.000905779,0.230401,-0.0144717,-0.000982595
35.5908,1.09268,0,0,0.38448,-0.0140505,0.000931412,0.230256,-0.0144813,-0.000956162
35.6008,1.09268,0,0,0.38434,-0.0140409,0.000956981,0.230111,-0.0144906,-0.000929656
35.6108,1.09268,0,0,0.384199,-0.0140311,0.000982483,0.229966,-0.0144996,-0.000903079
35.6208,1.09268,0,0,0.384059,-0.014021,0.00100792,0.229821,-0.0145084,-0.000876432
35.6308,1.09268,0,0,0.383919,-0.0140107,0.00103329,0.229676,-0.0145169,-0.000849714
35.6408,1.09268,0,0,0.383779,-0.0140001,0.00105859,0.229531,-0.0145251,-0.000822927
35.6508,1.09268,0,0,0.383639,-0.0139893,0.00108382,0.229385,-0.0145331,-0.000796071
35.6608,1.09268,0,0,0.383499,-0.0139782,0.00110898,0.22924,-0.0145407,-0.000769148
35.6708,1.09268,0,0,0.38336,-0.0139669,0.00113407,0.229094,-0.0145482,-0.000742158
35.6808,1.09268,0,0,0.38322,-0.0139553,0.00115909,0.228949,-0.0145553,-0.000715102
35.6908,1.09268,0,0,0.383081,-0.0139434,0.00118404,0.228803,-0.0145622,-0.00068798
35.7008,1.09268,0,0,0.382941,-0.0139313,0.00120892,0.228658,-0.0145688,-0.000660794
35.7108,1.09268,0,0,0.382802,-0.013919,0.00123372,0.228512,-0.0145751,-0.000633544
35.7208,1.09268,0,0,0.382663,-0.0139064,0.00125845,0.228366,-0.0145812,-0.000606231
35.7308,1.09268,0,0,0.382524,-0.0138936,0.00128311,0.22822,-0.014587,-0.000578856
35.7408,1.09268,0,0,0.382385,-0.0138805,0.00130769,0.228074,-0.0145925,-0.000551419
35.7508,1.09268,0,0,0.382247,-0.0138672,0.0013322,0.227928,-0.0145977,-0.000523922
35.7608,1.09268,0,0,0.382108,-0.0138536,0.00135663,0.227782,-0.0146027,-0.000496366
35.7708,1.09268,0,0,0.38197,-0.0138398,0.00138098,0.227636,-0.0146074,-0.00046875
35.7808,1.09268,0,0,0.381832,-0.0138258,0.00140526,0.22749,-0.0146118,-0.000441077
35.7908,1.09268,0,0,0.381693,-0.0138115,0.00142946,0.227344,-0.0146159,-0.000413346
35.8008,1.09268,0,0,0.381556,-0.0137969,0.00145358,0.227198,-0.0146198,-0.000385559
35.8108,1.09268,0,0,0.381418,-0.0137821,0.00147762,0.227051,-0.0146234,-0.000357717
35.8208,1.09268,0,0,0.38128,-0.0137671,0.00150158,0.226905,-0.0146267,-0.000329819
35.8308,1.09268,0,0,0.381142,-0.0137519,0.00152546,0.226759,-0.0146297,-0.000301869
35.8408,1.09268,0,0,0.381005,-0.0137364,0.00154926,0.226612,-0.0146324,-0.000273865
35.8508,1.09268,0,0,0.380868,-0.0137207,0.00157298,0.226466,-0.0146349,-0.00024581
35.8608,1.09268,0,0,0.380731,-0.0137047,0.00159662,0.22632,-0.0146371,-0.000217703
35.8708,1.09268,0,0,0.380594,-0.0136885,0.00162018,0.226173,-0.014639,-0.000189546
35.8808,1.09268,0,0,0.380457,-0.0136721,0.00164365,0.226027,-0.0146406,-0.00016134
35.8908,1.09268,0,0,0.380321,-0.0136554,0.00166704,0.225881,-0.0146419,-0.000133086
35.9008,1.09268,0,0,0.380184,-0.0136385,0.00169034,0.225734,-0.014643,-0.000104784
35.9108,1.09268,0,0,0.380048,-0.0136213,0.00171356,0.225588,-0.0146437,-7.64362e-05
35.9208,1.09268,0,0,0.379912,-0.013604,0.00173669,0.225441,-0.0146442,-4.80424e-05
35.9308,1.09268,0,0,0.379776,-0.0135864,0.00175974,0.225295,-0.0146444,-1.9604e-05
35.9408,1.09268,0,0,0.379641,-0.0135686,0.00178271,0.225148,-0.0146443,8.87816e-06
35.9508,1.09268,0,0,0.379505,-0.0135505,0.00180558,0.225002,-0.0146439,3.7403e-05
35.9608,1.09268,0,0,0.37937,-0.0135322,0.00182837,0.224855,-0.0146433,6.59697e-05
35.9708,1.09268,0,0,0.379235,-0.0135137,0.00185107,0.224709,-0.0146423,9.45772e-05
35.9808,1.09268,0,0,0.3791,-0.013495,0.00187368,0.224563,-0.0146411,0.000123225
35.9908,1.09268,0,0,0.378965,-0.013476,0.00189621,0.224416,-0.0146396,0.000151911
36.0008,1.09268,0,0,0.37883,-0.0134568,0.00191864,0.22427,-0.0146378,0.000180635
36.0108,1.09268,0,0,0.378696,-0.0134374,0.00194099,0.224124,-0.0146357,0.000209396
36.0208,1.09268,0,0,0.378562,-0.0134178,0.00196324,0.223977,-0.0146333,0.000238193
36.0308,1.09268,0,0,0.378428,-0.0133979,0.0019854,0.223831,-0.0146306,0.000267025
36.0408,1.09268,0,0,0.378294,-0.0133778,0.00200748,0.223685,-0.0146277,0.000295891
36.0508,1.09268,0,0,0.37816,-0.0133575,0.00202946,0.223538,-0.0146244,0.00032479
36.0608,1.09268,0,0,0.378027,-0.013337,0.00205135,0.223392,-0.0146209,0.000353721
36.0708,1.09268,0,0,0.377894,-0.0133163,0.00207314,0.223246,-0.0146171,0.000382683
36.0808,1.09268,0,0,0.377761,-0.0132954,0.00209484,0.2231,-0.0146129,0.000411675
36.0908,1.09268,0,0,0.377628,-0.0132742,0.00211645,0.222954,-0.0146085,0.000440695
36.1008,1.09268,0,0,0.377496,-0.0132528,0.00213797,0.222808,-0.0146038,0.000469744
36.1108,1.09268,0,0,0.377363,-0.0132312,0.00215939,0.222662,-0.0145988,0.000498819
36.1208,1.09268,0,0,0.377231,-0.0132094,0.00218072,0.222516,-0.0145936,0.00052792
36.1308,1.09268,0,0,0.377099,-0.0131874,0.00220195,0.22237,-0.014588,0.000557046
36.1408,1.09268,0,0,0.376968,-0.0131652,0.00222308,0.222224,-0.0145821,0.000586195
36.1508,1.09268,0,0,0.376836,-0.0131427,0.00224412,0.222078,-0.014576,0.000615367
36.1608,1.09268,0,0,0.376705,-0.0131201,0.00226507,0.221933,-0.0145695,0.00064456
36.1708,1.09268,0,0,0.376574,-0.0130972,0.00228591,0.221787,-0.0145628,0.000673774
36.1808,1.09268,0,0,0.376443,-0.0130741,0.00230666,0.221641,-0.0145558,0.000703007
36.1908,1.09268,0,0,0.376313,-0.0130509,0.00232731,0.221496,-0.0145484,0.000732259
36.2008,1.09268,0,0,0.376183,-0.0130274,0.00234787,0.221351,-0.0145408,0.000761527
36.2108,1.09268,0,0,0.376053,-0.0130037,0.00236832,0.221205,-0.0145329,0.000790812
36.2208,1.09268,0,0,0.375923,-0.0129798,0.00238868,0.22106,-0.0145247,0.000820112
36.2308,1.09268,0,0,0.375793,-0.0129557,0.00240893,0.220915,-0.0145162,0.000849426
36.2408,1.09268,0,0,0.375664,-0.0129314,0.00242909,0.22077,-0.0145074,0.000878752
36.2508,1.09268,0,0,0.375535,-0.0129069,0.00244915,0.220625,-0.0144984,0.00090809
36.2608,1.09268,0,0,0.375406,-0.0128823,0.0024691,0.22048,-0.014489,0.000937438
36.2708,1.09268,0,0,0.375277,-0.0128574,0.00248896,0.220335,-0.0144793,0.000966796
36.2808,1.09268,0,0,0.375149,-0.0128323,0.00250872,0.22019,-0.0144693,0.000996163
36.2908,1.09268,0,0,0.375021,-0.012807,0.00252837,0.220046,-0.0144591,0.00102554
36.3008,1.09268,0,0,0.374893,-0.0127815,0.00254792,0.219901,-0.0144485,0.00105492
36.3108,1.09268,0,0,0.374766,-0.0127558,0.00256737,0.219757,-0.0144377,0.0010843
36.3208,1.09268,0,0,0.374638,-0.01273,0.00258672,0.219613,-0.0144266,0.00111369
36.3308,1.09268,0,0,0.374511,-0.0127039,0.00260597,0.219469,-0.0144151,0.00114308
36.3408,1.09268,0,0,0.374385,-0.0126777,0.00262511,0.219324,-0.0144034,0.00117247
36.3508,1.09268,0,0,0.374258,-0.0126512,0.00264415,0.219181,-0.0143914,0.00120186
36.3608,1.09268,0,0,0.374132,-0.0126246,0.00266308,0.219037,-0.0143791,0.00123125
36.3708,1.09268,0,0,0.374006,-0.0125978,0.00268191,0.218893,-0.0143665,0.00126064
36.3808,1.09268,0,0,0.37388,-0.0125708,0.00270064,0.21875,-0.0143536,0.00129003
36.3908,1.09268,0,0,0.373755,-0.0125436,0.00271926,0.218606,-0.0143404,0.00131941
36.4008,1.09268,0,0,0.373629,-0.0125162,0.00273778,0.218463,-0.0143269,0.00134878
36.4108,1.09268,0,0,0.373505,-0.0124886,0.00275619,0.21832,-0.0143131,0.00137815
36.4208,1.09268,0,0,0.37338,-0.0124609,0.0027745,0.218177,-0.014299,0.00140751
